
-42.0,0.0,-21.0,grass
-42.0,0.0,-20.0,grass
-42.0,0.0,-19.0,grass
-42.0,0.0,-18.0,grass
42.0,0.0,-18.0,grass
42.0,0.0,-17.0,grass
42.0,0.0,-16.0,grass
42.0,0.0,-15.0,grass
7.0,0.0,5.0,grass
29.0,0.0,19.0,grass
29.0,0.0,18.0,grass
29.0,0.0,17.0,grass
7.0,0.0,-4.0,grass
7.0,0.0,4.0,grass
28.0,0.0,1.0,grass
5.0,0.0,5.0,grass
5.0,0.0,-4.0,grass
5.0,0.0,4.0,grass
7.0,0.0,-3.0,grass
7.0,0.0,3.0,grass
26.0,0.0,4.0,grass
26.0,0.0,3.0,grass
19.0,-1.0,-31.0,teleport
25.0,0.0,0.0,grass
25.0,0.0,2.0,grass
3.0,0.0,-1.0,grass
1.0,0.0,-3.0,grass
3.0,0.0,1.0,grass
1.0,0.0,3.0,grass
18.0,0.0,-32.0,grass
18.0,0.0,-31.0,grass
1.0,0.0,-2.0,grass
0.0,0.0,-1.0,grass
1.0,0.0,0.0,grass
2.0,0.0,-1.0,grass
0.0,0.0,1.0,grass
2.0,0.0,1.0,grass
1.0,0.0,2.0,grass
18.0,0.0,-30.0,grass
18.0,0.0,-29.0,grass
25.0,0.0,1.0,grass
-18.0,0.0,23.0,grass
-18.0,0.0,22.0,grass
-18.0,0.0,21.0,grass
-18.0,0.0,20.0,grass
-18.0,0.0,19.0,grass
-18.0,0.0,18.0,grass
-9.0,0.0,-32.0,grass
-9.0,0.0,-33.0,grass
-9.0,0.0,-31.0,grass
1.0,0.0,-1.0,grass
1.0,0.0,1.0,grass
-13.0,0.0,1.0,grass
-13.0,0.0,-1.0,grass
27.0,0.0,4.0,grass
27.0,0.0,3.0,grass
26.0,0.0,0.0,grass
26.0,0.0,2.0,grass
19.0,0.0,-32.0,grass
19.0,0.0,-31.0,grass
19.0,0.0,-30.0,grass
19.0,0.0,-29.0,grass
26.0,0.0,1.0,grass
-13.0,0.0,0.0,grass
-13.0,0.0,-2.0,grass
-19.0,0.0,23.0,grass
-19.0,0.0,22.0,grass
-19.0,0.0,21.0,grass
-19.0,0.0,20.0,grass
-19.0,0.0,19.0,grass
-19.0,0.0,18.0,grass
